,weight
0,-0.9875269233125975
1,-0.3021973205003581
2,-0.21863899969433356
3,-0.3098872637913111
4,-0.8285626761570412
5,-0.6556263807993956
6,0.16226622040532604
7,-1.0029799890195987
8,0.5894565187303741
9,-0.9021993295581632
10,-0.219830337242219
11,0.43509012238475764
12,0.05769071235514458
13,0.6971913995994508
14,-0.8724285628997723
15,0.09394250207273243
16,-0.40866394348777363
17,-0.810683698297155
18,0.8377736605112744
19,-0.286110867056209
20,0.37539908661577953
21,0.921436049855098
22,-0.3305492132734711
23,-0.6872214322020497
24,0.531599662727371
25,-0.6291113003586902
26,0.9176367711729135
27,-0.4592664038108491
28,-0.2921871007727373
29,0.1393136961259693
30,-0.6315509804904644
31,-0.555633615126211
32,0.6601958191829143
33,0.6748761726004965
34,0.8516662542993506
35,0.5593292511521161
36,-0.5018730749735134
37,0.5088551983375086
38,0.04875594014511443
39,0.7615007373866081
40,0.8808352190272
41,0.350962333682959
42,0.22290217833828352
43,-0.7106411704573364
44,-0.9184307502138331
45,0.26212944186569737
46,0.21911317990931206
47,-0.8207041993537487
48,-0.8115018002889091
49,-0.19273887171384307
50,-0.8351473764315982
51,0.8664929172503816
52,0.350641377006244
53,-0.2783827032417559
54,-0.5738635704629371
55,-0.9655196661832421
56,0.7520408653330355
57,-0.30314525595501796
58,-0.8382237515847789
59,-0.7158765788296407
60,0.6819830968462832
61,0.46219948661828253
62,0.8478672995059401
63,0.7151757976505327
64,0.6341029052528824
65,0.20130460640710962
66,0.9858858414698535
67,0.9545098496638194
68,-0.736538099256619
69,-0.3831986556703659
70,0.7586208119347166
71,0.7212695621514388
72,-0.884235116969994
73,0.441981905868206
74,-0.917598179244212
75,-0.7930374088353067
76,-0.9302790092026871
77,-0.7721941515907969
78,0.7574297034681645
79,-0.9996999183915265
80,-0.2631387822389067
81,-0.9301955172201776
82,-0.7522476129528329
83,0.8633893224437904
84,0.6768356525364472
85,-0.841370576097912
86,0.9746789306441119
87,0.7992862602911036
88,0.4897849129800361
89,-0.9199231017814027
90,-0.41383006555231033
91,0.6203291214709858
92,-0.9810638306579074
93,0.250028223021774
94,-0.6386453801583636
95,-0.3248524168510042
96,-0.5122609350111639
97,-0.5213799263427141
98,0.9575595909992496
99,0.4144412181026728
100,-0.9570972817011767
101,0.9381043272240452
102,-0.8696258399385945
103,0.006848903753589822
104,0.13173026095031837
105,-0.8006976996892654
106,-0.12562709668415334
107,-0.04760835054262372
108,0.8314453032080519
109,0.8218692706281496
110,-0.7061984586898297
111,-0.5393552652470227
112,0.4142841278774542
113,-0.6267060283054444
114,-0.7539989911908953
115,0.3528383028316206
116,0.7602773385732683
117,-0.7666681305821683
118,0.5195832481818344
119,-0.6903905051500836
120,-0.656200635229833
121,-0.9632772709939064
122,-0.16220446995530438
123,0.37623577196964725
124,0.9638234781825314
125,0.8414195936733515
126,-0.9272410903934597
127,-0.9745409232020853
128,-0.8405411911454007
129,-0.9227437961575943
130,-0.42398547931409664
131,0.6029865003190857
132,0.8223501173760582
133,-0.7389504903773373
134,-0.8108990793632302
135,0.585499019298703
136,-0.03849602904264299
137,-0.31443923698588905
138,0.4168549971345333
139,-0.10041903268748177
140,-0.3075859759008382
141,-0.6830704264817072
142,-0.9853676858780118
143,-0.539833771418656
144,0.23533397059204306
145,0.8666427909243354
146,0.006470060138453509
147,-0.027030969384076977
148,-0.1545894795350462
149,-0.6792406711053083
150,0.9870334198487539
151,-0.5576118913563038
152,-0.5262809668852997
153,-0.19758958716096398
154,0.3073359645425732
155,-0.5806759741313509
156,-0.29516211173154466
157,0.5266729667478375
158,0.11095618449411548
159,-0.5380198292091418
160,0.3178261312451621
161,-0.9016242946368586
162,-0.9095257218480944
163,-0.1251982322734488
164,-0.5213278711559595
165,-0.7930813148959616
166,-0.18936331905222867
167,-0.26993165032897043
168,0.31496083330305397
169,-0.07697445237145939
170,-0.28670216642657675
171,0.37176961762848
172,-0.7084821781363432
173,-0.02443891651347099
174,0.22364243689230423
175,0.45297799381665504
176,0.40902310362418987
177,-0.9395475428860015
178,0.7812659173384076
179,-0.5295583738915443
180,0.6409502777525484
181,-0.1643163990172472
182,-0.4651958557448479
183,0.4594390914172747
184,-0.22995723693887712
185,-0.39216087965752966
186,-0.033096275378559914
187,0.858928666580476
188,-0.5909374035276378
189,-0.39117358702349014
190,-0.7364012406122464
191,0.16157059090446452
192,0.8819224891942642
193,0.07992285797773355
194,0.8235766145739863
195,-0.2871084943913751
196,0.46935574969786314
197,0.6230729929420451
198,-0.5520845364614352
199,-0.4584985302791554
200,0.9228952876864305
201,-0.9541131232688138
202,0.2451242825293389
203,0.8332090101496418
204,0.9891332740741516
205,0.2536595956440238
206,-0.8073598254209852
207,-0.5964063393748221
208,0.8249906870778559
209,0.29235905960272035
210,-0.27192260504275173
211,0.22808418249732268
212,-0.4541915922721471
213,-0.24359588497836449
214,-0.18859920750605666
215,0.12073858685315661
216,-0.4429970799099928
217,-0.747932799240716
218,0.3969820977546733
219,-0.7350051180822793
220,0.8320670324552885
221,0.2094316186067342
222,-0.06289889814066457
223,-0.9863801668992737
224,-0.21311226073072612
225,0.3396735041689849
226,-0.19916138366050676
227,-0.2343987073510396
228,-0.5091402083937968
229,-0.9300466483969848
230,0.2703244067931798
231,-0.07622587518085161
232,-0.27344093115036966
233,0.7124625842206497
