,weight
0,-0.2886960510423663
1,0.2768188984970364
2,0.02605821354354554
3,-0.5848728117097839
4,0.7478950242265279
5,0.35246138195336374
6,0.31639690630134015
7,0.48407446112979297
8,0.27566892364418
9,-0.48969267572021835
10,0.1921242887217927
11,-0.728608036999899
12,-0.7981507468809818
13,0.1559207224805401
14,-0.7894157489284871
15,-0.08841663992468417
16,0.04746313794031363
17,-0.16224902717961978
18,1.0010958979861093
19,-0.7521975084650828
20,-0.4732882561518607
21,-0.7049599623771085
22,-0.3083658433114234
23,0.26271449827985455
24,0.4594349852864736
25,-1.354541832053551
26,-0.7741192326454946
27,0.467319956585308
28,-0.9150039245837552
29,-0.4946935364364431
30,-0.34111112916836595
31,0.8011333686887582
32,0.7815117136942823
33,-0.6081070013778526
34,0.4246811924531546
35,0.9749075185833211
36,1.0148635831541448
37,0.7426995046773862
38,-0.597848191722707
39,-0.1376634790865319
40,-0.7590612158163678
41,-1.0390184301503287
42,0.4303459654192
43,0.07393946573327424
44,0.016349328693272415
45,0.5790343672445845
46,0.5764356332661222
47,-0.9330608343883579
48,-0.0931388189861852
49,0.8403237489843745
50,-0.36327118388335067
51,-1.058916259290603
52,-0.14871167129412333
53,-0.6455042399769795
54,-0.6569560031556404
55,1.0867732727505903
56,-0.04505835329280375
57,0.04349174968823498
58,0.5586328325949004
59,0.060891464317205525
60,-0.5977756175232279
61,-0.025581860176244715
62,-0.21514733592942953
63,0.36375122666431053
64,0.6520532632433756
65,-0.7302454985340985
66,0.15810138063716409
67,0.14689778411064214
68,0.49615441272491717
69,0.6953816417746493
70,0.39468960857323804
71,0.11379873931736638
72,0.435508887199608
73,-0.3500314668875102
74,-0.12410369759341809
75,-1.360801077214658
76,0.6978074977444245
77,-0.6110963569680797
78,-0.6997412910668629
79,1.137183138615059
80,1.0369377561347715
81,0.767675676038441
82,-0.3063192005276796
83,-0.6388586567156799
84,-0.29116665425794536
85,0.5732990355868032
86,0.25055744543813385
87,-0.44973073613774894
88,-0.6004817277612937
89,-0.8596173575929276
90,0.08507752917286933
91,0.1305020434459976
92,-0.4392620500368435
93,0.09903085026721861
94,0.5869506889339867
95,0.17908862335271206
96,1.035862027560493
97,0.27950835888309183
98,-0.3526411692821781
99,-0.49813572678248474
100,-0.7046786085740249
101,-1.1707270374332173
102,0.709622401985828
103,0.6136615067001102
104,-0.8419775031088975
105,-0.531403445272038
106,0.8060908298590123
107,-0.15243437971625814
108,1.3967806430068976
109,-0.1581251970309927
110,-0.7070437378118215
111,0.930775631428073
112,-0.3968937167693625
113,-1.82576458401795
114,1.0517596999367576
115,-0.49378256882711946
116,-0.7711125569110904
117,-0.22646421238378522
118,0.4103440283721007
119,-0.13853131911133515
120,-1.0220045183255448
121,0.17801381358858293
122,0.44207660582069885
123,1.205644957130316
124,0.024201690730494926
125,-0.26331911530175367
126,-0.9615423110780041
127,0.4284381904311825
128,0.31238607524308665
129,0.08641470431804749
130,0.7538360455299543
131,0.539606481332929
132,-0.09190079410771752
133,0.2995529802967921
134,0.5547342208630005
135,0.502268756630024
136,0.02585082388451785
137,0.19248149575175116
138,0.7123180447816855
139,-0.21069301355483067
140,-0.5812021425346157
141,-0.6682526604381891
142,-0.45363616385953787
143,0.5216687675411512
144,1.0199215475787138
145,0.751534786252267
146,0.7574131572857893
147,-0.26303874701537067
148,0.7154389591113226
149,-0.5798090533691832
150,1.0453357848991314
151,1.0563001907046077
152,0.3929639567473777
153,0.2523501793609092
154,-1.0112693312941172
155,-1.6138095808365485
156,0.4134425424275603
157,0.7441270050805123
158,-0.22277619669815737
159,-0.5006998614405738
160,-0.2547665546449257
161,0.15688751943298013
162,0.971700267607773
163,0.5599570414812037
164,0.2579576559539052
165,0.2238611484485457
166,0.030706638232614464
167,-1.076805620543126
168,-0.7010370534685062
169,-0.11733388933260393
170,1.2096633537620844
171,0.10386093458537306
172,-0.20491068110955551
173,0.6509528022545936
174,-0.9403734662629671
175,-0.4883813206205099
176,-0.133889209337532
177,0.03538964607743215
178,-0.36308704041933065
179,-0.7146660826817088
180,0.8685248980418873
181,-0.49275306661105844
182,0.7043226690729955
183,-1.2549529327779283
184,-1.2593264915690547
185,-0.996824702302031
186,-1.740979357296378
187,-0.6593137653962341
188,0.45847424419670213
189,0.7482623750237023
190,0.09260064398342796
191,0.4566464895537186
192,-0.9853432202977104
193,0.7895967239918343
194,-0.39743282467035246
195,-0.7867327383072727
196,-0.2362315639637346
197,-0.06896635362338085
198,-0.5706438871205167
199,-0.7184158794762355
200,-0.7594517828115481
201,0.755497851258866
202,-0.23763912660430575
203,0.7530463227231611
204,-0.26722328093862574
205,0.6169670158369998
206,-0.7147160444457341
207,0.5651805893620213
208,0.898416206852422
209,-0.21854348758764386
210,0.3664212728671172
211,0.9890890343434755
212,0.2993555302508464
213,-0.30687420589301523
214,-0.38902606526575045
215,-0.9221470423203135
216,0.562179713584014
217,-0.014683630734657695
218,-0.5602488574016505
219,-0.7885114009768168
220,-1.1093577843718692
221,0.1076400994214015
222,-1.2338751240651333
223,0.7691373057255488
224,0.14938970200332158
225,0.6037959861303613
226,0.869970335596525
227,1.1126344815574585
228,-0.4686012132798152
229,-0.34056285205648573
230,0.08727213785950802
231,-0.4431121703001069
232,-0.2465174101579421
233,0.579074726926565
234,-1.0605565946081956
235,-0.13419215093078685
236,-1.1601000180614998
237,-0.4214914381932068
238,0.5404813961437992
239,0.5336888286198161
240,-0.15143022117115879
241,-0.47795497621601263
242,-0.16368885615972215
243,-0.04233298477475905
244,0.530070989323356
245,-0.6464181997704957
246,0.194357673960602
247,0.10893678175339275
248,-0.5377023147619123
249,1.3418087454611496
250,0.18255263996556667
251,0.20813600974288332
252,-0.8488491365068063
253,0.40734480056499117
254,-0.5979029400012469
255,1.1735462683036326
256,-0.629948104226061
257,0.8405442180742201
258,0.5050212139825039
259,0.20836605307677838
260,-1.2533042682656552
261,0.08505110647187815
262,0.6200203908540413
263,-1.006177429388951
264,1.0376696677782449
265,0.46380510358137894
266,1.2274338222983385
267,0.5273789593024075
268,0.703190865784105
269,0.1219812198295063
270,-0.07354713113226546
271,0.1374650933122114
272,-1.1521244756383422
273,-0.9867186088422658
274,0.29792097185134164
275,-0.560629581698899
276,0.5187927518014028
277,0.09343385008804414
278,-0.07733426976632313
279,0.11592400893544014
280,1.503904924090624
281,-0.9116233304852006
282,-0.2140640841066742
283,-0.19099659837271724
284,1.2561894762653762
285,1.4324033697242138
